exp,bin_ms,pipeline,kind,n_neurons,pc95,pr,top_frac
NPBN,1,raw,null,61,47,27.48450183514449,0.08949627105245572
NPBN,1,paper,null,61,40,16.812101848825662,0.14154135975822138
NPBN,5,raw,null,61,45,22.990591164961334,0.11245085417398243
NPBN,5,paper,null,61,40,16.947272047779638,0.1406284997037498
NPBN,10,raw,null,61,43,18.915214573597847,0.13525591233348355
NPBN,10,paper,null,61,41,17.629344868148124,0.13600689303732924
NPBN,50,raw,null,61,41,14.126458265434493,0.18156245461824072
NPBN,50,paper,null,61,30,12.318816053589261,0.19229316751826345
NPBN,100,raw,null,61,40,11.96539775085319,0.22400880588461106
NPBN,100,paper,null,61,23,10.717129757741358,0.18596614407232404
NPBN,300,raw,null,61,37,3.9173535166689755,0.4919335152175765
NPBN,300,paper,null,61,10,4.920597583051533,0.3261133283005778
NPBN,1,raw,null,61,47,27.48456020539508,0.08957177878787217
NPBN,1,paper,null,61,40,15.974324940491927,0.15537311281524088
NPBN,5,raw,null,61,45,22.99773268935686,0.11347851424946896
NPBN,5,paper,null,61,40,16.0548005694604,0.15478861561212293
NPBN,10,raw,null,61,43,18.94058916122379,0.13662985888817952
NPBN,10,paper,null,61,40,16.931439740977286,0.14700178197829902
NPBN,50,raw,null,61,41,13.988459648488885,0.18628217199806213
NPBN,50,paper,null,61,30,13.183149403725329,0.16341427993332686
NPBN,100,raw,null,61,40,11.71483660752939,0.2310657580164703
NPBN,100,paper,null,61,23,10.571660432915506,0.1968804750159494
NPBN,300,raw,null,61,37,3.9173535166689755,0.4919335152175765
NPBN,300,paper,null,61,10,4.920597583051533,0.3261133283005778
NPBN,1,raw,null,61,47,27.484583534170152,0.0895010852838873
NPBN,1,paper,null,61,40,16.925201416570193,0.15138529255748048
NPBN,5,raw,null,61,45,23.106246579061125,0.11080229682310748
NPBN,5,paper,null,61,40,17.045893119443843,0.15013602818800267
NPBN,10,raw,null,61,44,18.88017358722857,0.13384050238912962
NPBN,10,paper,null,61,41,17.80211790105915,0.1442671457250246
NPBN,50,raw,null,61,41,14.04700389731387,0.18114044840080865
NPBN,50,paper,null,61,31,12.794904626527869,0.17547045472910086
NPBN,100,raw,null,61,40,11.998794910854054,0.2236933339609358
NPBN,100,paper,null,61,24,10.45819941348782,0.1946491560138313
NPBN,300,raw,null,61,37,3.9173535166689755,0.4919335152175765
NPBN,300,paper,null,61,10,4.920597583051533,0.3261133283005778
NPBN,1,raw,null,61,47,27.484447634957565,0.089487501769
NPBN,1,paper,null,61,40,16.591469718288177,0.15096617485499478
NPBN,5,raw,null,61,45,23.095998503156377,0.11166969423681077
NPBN,5,paper,null,61,40,16.690834779344275,0.14919262049004614
NPBN,10,raw,null,61,44,18.978134692566744,0.13394279891003458
NPBN,10,paper,null,61,41,17.60704919713715,0.14423255530677045
NPBN,50,raw,null,61,41,13.992753170255074,0.18677983709957005
NPBN,50,paper,null,61,31,12.874510176797028,0.16995612936430848
NPBN,100,raw,null,61,40,11.540016908344125,0.235124431729534
NPBN,100,paper,null,61,23,10.20596923297321,0.20780159972298715
NPBN,300,raw,null,61,37,3.9173535166689755,0.4919335152175765
NPBN,300,paper,null,61,10,4.920597583051533,0.3261133283005778
NPBN,1,raw,null,61,47,27.484728541607744,0.08957144213001068
NPBN,1,paper,null,61,40,16.2407604047784,0.14490433999245234
NPBN,5,raw,null,61,45,22.99576541761819,0.1133311194587438
NPBN,5,paper,null,61,40,16.29993478358469,0.1463370951301982
NPBN,10,raw,null,61,43,18.89795743158077,0.13746207689931136
NPBN,10,paper,null,61,41,17.454483412307912,0.13955905594267984
NPBN,50,raw,null,61,41,14.007063058748699,0.18503238253656126
NPBN,50,paper,null,61,31,12.818886056186296,0.17456921572313416
NPBN,100,raw,null,61,40,11.573493369204334,0.2331797418592047
NPBN,100,paper,null,61,23,10.310781776078036,0.20361537063211957
NPBN,300,raw,null,61,37,3.9173535166689755,0.4919335152175765
NPBN,300,paper,null,61,10,4.920597583051533,0.3261133283005778
NPBN,1,raw,null,61,47,27.484426388805073,0.08951382853556575
NPBN,1,paper,null,61,40,15.982399650894132,0.15029839859560074
NPBN,5,raw,null,61,45,23.053779665199386,0.11215687229966498
NPBN,5,paper,null,61,40,16.103556640952686,0.14949922124877715
NPBN,10,raw,null,61,44,18.91334512795203,0.13568382440028182
NPBN,10,paper,null,61,41,16.82654204227419,0.14469917729094728
NPBN,50,raw,null,61,41,13.963004378496658,0.18231390189257873
NPBN,50,paper,null,61,30,12.262362164423767,0.1713081392579587
NPBN,100,raw,null,61,40,11.778429828911609,0.22697031715114385
NPBN,100,paper,null,61,22,10.21476231443227,0.20325780072180374
NPBN,300,raw,null,61,37,3.9173535166689755,0.4919335152175765
NPBN,300,paper,null,61,10,4.920597583051533,0.3261133283005778
NPBN,1,raw,null,61,47,27.484711948065,0.08956139931016843
NPBN,1,paper,null,61,40,16.574079756905984,0.150993240316598
NPBN,5,raw,null,61,45,23.11444679994587,0.11223809268439254
NPBN,5,paper,null,61,40,16.579052755771098,0.15073579639627618
NPBN,10,raw,null,61,44,19.00784261844767,0.13552950186170823
NPBN,10,paper,null,61,41,17.46292145994254,0.14457733209739274
NPBN,50,raw,null,61,41,14.162068747664813,0.18369801460725538
NPBN,50,paper,null,61,31,13.289616759643359,0.1672382313236269
NPBN,100,raw,null,61,40,11.952039600787952,0.22523633125061315
NPBN,100,paper,null,61,23,10.37769725851868,0.20351471389291656
NPBN,300,raw,null,61,37,3.9173535166689755,0.4919335152175765
NPBN,300,paper,null,61,10,4.920597583051533,0.3261133283005778
NPBN,1,raw,null,61,47,27.48359661857845,0.08952988313144963
NPBN,1,paper,null,61,41,17.457115594899264,0.13978862028373598
NPBN,5,raw,null,61,45,22.960429692595675,0.11265807750960134
NPBN,5,paper,null,61,41,17.587351240618386,0.13842990108380923
NPBN,10,raw,null,61,44,18.94003445064194,0.1356544700580872
NPBN,10,paper,null,61,41,18.508003634149844,0.13233940768169788
NPBN,50,raw,null,61,41,14.002176116542504,0.18391295973639973
NPBN,50,paper,null,61,31,13.107295582120749,0.16218827763360202
NPBN,100,raw,null,61,40,11.762277442028108,0.23028274356652476
NPBN,100,paper,null,61,24,10.374255511152889,0.20352226810315213
NPBN,300,raw,null,61,37,3.9173535166689755,0.4919335152175765
NPBN,300,paper,null,61,10,4.920597583051533,0.3261133283005778
NPBN,1,raw,null,61,47,27.48512626974701,0.08953177354261477
NPBN,1,paper,null,61,40,16.99919038835879,0.14196656533860827
NPBN,5,raw,null,61,45,23.04807143978098,0.11251451896240519
NPBN,5,paper,null,61,40,16.960168477253205,0.142144450389866
NPBN,10,raw,null,61,44,18.84888819570054,0.13658897141741752
NPBN,10,paper,null,61,41,17.997092213696938,0.13630503841871147
NPBN,50,raw,null,61,41,13.923611375134596,0.18453129012712538
NPBN,50,paper,null,61,31,12.733378857314165,0.17605568412964717
NPBN,100,raw,null,61,40,11.72269274031702,0.23076772128949577
NPBN,100,paper,null,61,22,10.29426156129962,0.18897446475525942
NPBN,300,raw,null,61,37,3.9173535166689755,0.4919335152175765
NPBN,300,paper,null,61,10,4.920597583051533,0.3261133283005778
NPBO,1,raw,real,36,29,21.48646266477429,0.09389124660822662
NPBO,1,paper,real,36,25,8.39073311366578,0.2810825813160045
NPBO,5,raw,real,36,29,16.52265803633045,0.16726557599865652
NPBO,5,paper,real,36,25,8.48084045518125,0.2790134250343933
NPBO,10,raw,real,36,28,11.616818884107921,0.23884985289071123
NPBO,10,paper,real,36,26,9.272380773472246,0.26146593005608326
NPBO,50,raw,real,36,25,5.5039654514178356,0.3976771842724714
NPBO,50,paper,real,36,19,4.785815184951428,0.40436406585391893
NPBO,100,raw,real,36,25,5.759333958900915,0.3756612325778133
NPBO,100,paper,real,36,13,3.5141754902788147,0.49888352750870735
NPBO,300,raw,real,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,real,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.84972362902133,0.08610549319881154
NPBO,1,paper,null,36,26,13.317842068484053,0.19099680981576542
NPBO,5,raw,null,36,29,21.355810181654505,0.0849743724775239
NPBO,5,paper,null,36,26,13.295043130170338,0.1912462923727697
NPBO,10,raw,null,36,29,20.300934537663657,0.09704672515630935
NPBO,10,paper,null,36,27,14.180980098716255,0.1775527419768108
NPBO,50,raw,null,36,27,16.799890973461643,0.12785000519413672
NPBO,50,paper,null,36,21,6.466380877064684,0.3509704299695493
NPBO,100,raw,null,36,27,13.386740799876941,0.18041488845499978
NPBO,100,paper,null,36,16,4.057963264922314,0.46697122366342614
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.848581573348426,0.08625760155684781
NPBO,1,paper,null,36,26,13.016587530267003,0.19583309630367685
NPBO,5,raw,null,36,29,21.41567522329124,0.0854016101529055
NPBO,5,paper,null,36,26,13.013420823283745,0.1965627660836281
NPBO,10,raw,null,36,29,20.34823341411146,0.0958840616652948
NPBO,10,paper,null,36,27,13.882470492056841,0.18357876731788716
NPBO,50,raw,null,36,27,16.71982259116744,0.13055726205978951
NPBO,50,paper,null,36,21,6.323545652716877,0.35480803959990864
NPBO,100,raw,null,36,26,13.279467883537663,0.18375687228439413
NPBO,100,paper,null,36,16,4.182062041806849,0.4568388035885588
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.849487631961253,0.08609185029096579
NPBO,1,paper,null,36,26,13.0449528104982,0.20065340993842584
NPBO,5,raw,null,36,29,21.395866565209836,0.08502490832854988
NPBO,5,paper,null,36,26,13.045721419319522,0.20094233096433278
NPBO,10,raw,null,36,29,20.30641838945577,0.09567724078431811
NPBO,10,paper,null,36,27,13.938623777549301,0.18672632710504522
NPBO,50,raw,null,36,27,16.825870085560158,0.12924009275779225
NPBO,50,paper,null,36,21,6.364636982726862,0.3541241749752195
NPBO,100,raw,null,36,26,13.342198590672075,0.18315466263306565
NPBO,100,paper,null,36,16,3.9537682892619728,0.47456482366984104
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.850018256343915,0.08605373084918637
NPBO,1,paper,null,36,26,13.11661118178146,0.19973803092324244
NPBO,5,raw,null,36,29,21.401665565248337,0.08527433031795531
NPBO,5,paper,null,36,26,13.079042351569615,0.20092988147326712
NPBO,10,raw,null,36,29,20.322994301887643,0.09615005599773561
NPBO,10,paper,null,36,27,13.950233860845966,0.1891055555471269
NPBO,50,raw,null,36,27,16.81949407242567,0.1298342896787861
NPBO,50,paper,null,36,21,6.17175340596753,0.3594300961749913
NPBO,100,raw,null,36,26,13.383135517838632,0.18162249247184942
NPBO,100,paper,null,36,16,4.013189721322399,0.4681087390191819
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.849821673874146,0.08619980129329814
NPBO,1,paper,null,36,27,12.75397991452195,0.20204627667121147
NPBO,5,raw,null,36,29,21.45501190602576,0.0853642289074984
NPBO,5,paper,null,36,27,12.79597124007511,0.20147717928086248
NPBO,10,raw,null,36,29,20.321599208791397,0.09565158495551564
NPBO,10,paper,null,36,27,13.621106389260783,0.1887338619293042
NPBO,50,raw,null,36,27,16.9359317400263,0.12767546734991167
NPBO,50,paper,null,36,21,6.285066233992217,0.3566465056986741
NPBO,100,raw,null,36,26,13.520798458498684,0.18090136229662024
NPBO,100,paper,null,36,16,4.047426224043839,0.46620574675859683
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.849300806165786,0.08612302950097911
NPBO,1,paper,null,36,26,12.880165248972062,0.20375422437477564
NPBO,5,raw,null,36,29,21.41448642862012,0.08519896105481116
NPBO,5,paper,null,36,26,12.874827605465564,0.20373829660516776
NPBO,10,raw,null,36,29,20.311999253284196,0.0966161351669473
NPBO,10,paper,null,36,27,13.763615491738516,0.18973458150866954
NPBO,50,raw,null,36,27,16.835494893641933,0.127861429060641
NPBO,50,paper,null,36,21,6.416962929240393,0.35076345433069867
NPBO,100,raw,null,36,27,13.318418058454917,0.1838084120535479
NPBO,100,paper,null,36,16,4.144074501306093,0.4603981125171729
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.849378586445436,0.08612671200451269
NPBO,1,paper,null,36,27,12.950151703641666,0.20463756575757458
NPBO,5,raw,null,36,29,21.42253630053969,0.08519448760898686
NPBO,5,paper,null,36,27,12.973240775545957,0.2041577458379077
NPBO,10,raw,null,36,29,20.349813633765883,0.09440425279802474
NPBO,10,paper,null,36,27,13.934529555298818,0.19023034419131082
NPBO,50,raw,null,36,27,16.85507008992935,0.12912232831254694
NPBO,50,paper,null,36,21,6.355566440599199,0.35313368178806853
NPBO,100,raw,null,36,26,13.474731923989767,0.17942324421539052
NPBO,100,paper,null,36,16,4.124433163632026,0.4625313010271295
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.849162084287197,0.08611096135426849
NPBO,1,paper,null,36,26,13.030091859124378,0.1997542106411709
NPBO,5,raw,null,36,29,21.40863510945005,0.08408942317801463
NPBO,5,paper,null,36,26,13.03162002943794,0.20002546541048824
NPBO,10,raw,null,36,29,20.35360297675321,0.09557635326082804
NPBO,10,paper,null,36,27,13.9654458397143,0.18582476695363404
NPBO,50,raw,null,36,27,16.76089634501709,0.12915780155123302
NPBO,50,paper,null,36,21,6.596409168180672,0.34418578004921024
NPBO,100,raw,null,36,26,13.436326795118196,0.18136729224116394
NPBO,100,paper,null,36,15,4.270650120255729,0.45199045421838374
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.84974153247576,0.08617435440082448
NPBO,1,paper,null,36,27,13.226614779106102,0.1985112378631188
NPBO,5,raw,null,36,29,21.349721584504586,0.08627165859827202
NPBO,5,paper,null,36,27,13.233846118420436,0.19887672817053575
NPBO,10,raw,null,36,29,20.33280964115406,0.0967730206108806
NPBO,10,paper,null,36,27,14.106540627118344,0.18643002149141097
NPBO,50,raw,null,36,27,16.810876009245085,0.1294062157366934
NPBO,50,paper,null,36,21,6.472007787276282,0.3512040343827627
NPBO,100,raw,null,36,26,13.54145682977211,0.1796137922859762
NPBO,100,paper,null,36,16,3.9608170482679093,0.47316827507913267
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
NPBO,1,raw,null,36,29,21.849644393711596,0.08621038814466496
NPBO,1,paper,null,36,26,13.024727312572695,0.2036777788007024
NPBO,5,raw,null,36,29,21.424803321341074,0.08577753794180555
NPBO,5,paper,null,36,26,13.03055323187515,0.20348894073623047
NPBO,10,raw,null,36,29,20.23776050315332,0.09684051039040482
NPBO,10,paper,null,36,27,13.936105356751028,0.18961176964494028
NPBO,50,raw,null,36,27,16.897524730575885,0.12990202679200138
NPBO,50,paper,null,36,21,6.15768428278554,0.36319815776090014
NPBO,100,raw,null,36,26,13.301287164191725,0.18410592255764274
NPBO,100,paper,null,36,16,4.053110766282491,0.4668105436493209
NPBO,300,raw,null,36,22,6.000403004988073,0.3392595583097542
NPBO,300,paper,null,36,7,2.517375396803602,0.6072491298137728
