session,neurons,visuo_tactile_trials,visual_only_trials,timing_shift_applied_s,trivial_plus_minus_tactile,visual_partner_with_touch_0_200,visual_partner_shuffled,visual_partner_prestim,visual_alone_0_200,best_single_neuron,chance
NPBI,70,400,400,0.243,0.835,0.217,0.25,0.28,0.248,0.29,0.25
